ngay,soctu,noidung,tkdung,dvtinh,nopsinh,copsinh
2019-01-01,01-BC/BI,"Thu tiÒn VP BN §Æng V¨n Trung, MS: 82686 phiÕu 2260",1121,,0,68321
2019-01-01,02-BC/BI,"Thu tiÒn VP BN §Æng TrÇn Nguyªn Kh«i, MS: 82687 phiÕu 2259",1121,,0,147214
2019-01-01,03-BC/BI,"Thu tiÒn t¹m øng VP BN NguyÔn ThÞ Kim Loan, MS: 77353 phiÕu 9256",1121,,0,500000
2019-01-01,04-BC/BI,"Thu tiÒn VP BN L©m ThÞ Ngäc H­¬ng, MS: 82575 phiÕu 3371",1121,,0,600000
2019-01-01,05-BC/BI,"Thu tiÒn VP BN NguyÔn Ngäc Tó Uyªn, MS: 82529 phiÕu 2101",1121,,0,1535000
2019-01-01,06-BC/BI,"Thu tiÒn t¹m øng VP BN NguyÔn ThÞ Thªu , MS: 68746 phiÕu 2392",1121,,0,2000000
2019-01-01,07-BC/BI,"Thu tiÒn t¹m øng VP BN TrÇn D­¬ng Quèc Anh, MS: 70332 phiÕu 2330",1121,,0,3000000
2019-01-01,08-BC/BI,"Thu tiÒn t¹m øng VP BN Vâ ThÞ Thu Thñy, MS: 38514 phiÕu 2198",1121,,0,5000000
2019-01-01,0001218,DV kh¸m vµ ch÷a bÖnh ngµy 01/01/2019 BN. TrÇn Ph­¬ng H¹nh (MS: 66906),5113,,2374597,0
2019-01-01,0001219,DV kh¸m vµ ch÷a bÖnh ngµy 01/01/2019 BN. Kiªn ThÞ Thu Trµ (MS: 82752),5113,,743110,0
2019-01-01,0001220,DV kh¸m vµ ch÷a bÖnh ngµy 01/01/2019,5113,,511712750,0
2019-01-02,01-PT,Thu tiÒn ViÖn phÝ ®ªm 31/12/2018 vµ ngµy 01/01/2019,1111,,0,869486992
2019-01-02,02-PT,Thu tiÒn ViÖn phÝ ®ªm 01/01/2019 vµ ngµy 02/01/2019,1111,,0,962958505
2019-01-02,09-BC/BI,"Thu tiÒn t¹m øng VP BN Lª Thôy Thanh V©n, MS: 79970 phiÕu 3743.",1121,,0,2000000
2019-01-02,10-BC/BI,"Thu tiÒn t¹m øng VP BN Vâ CÇu BÕn Løc, MS: 82453 phiÕu 3732",1121,,0,2000000
2019-01-02,11-BC/BI,"Thu tiÒn VP BN Tr­¬ng ThÞ HiÒn, MS: 47897 phiÕu 3700.",1121,,0,3082015
2019-01-02,12-BC/BI,"Thu tiÒn t¹m øng VP BN Hoµng ThÞ Nhung, MS: 44452 phiÕu 3769.",1121,,0,5000000
2019-01-02,13-BC/BI,"Thu tiÒn t¹m øng VP BN Mai B¸ Kh©m, MS: 82312 phiÕu 3564.",1121,,0,20000000
2019-01-02,0001221,DV kh¸m vµ ch÷a bÖnh ngµy 01/01/2019 BN. Lª Minh Th«ng (MS: 57808),5113,,839171,0
2019-01-02,0001222,DV kh¸m vµ ch÷a bÖnh ngµy 25-29/12/2018 vµ ngµy 02/01/2019 BN. Lª V¨n §øc ThÞnh (MS: 80513),5113,,915000,0
2019-01-02,0001223,DV kh¸m vµ ch÷a bÖnh ngµy 25/12/2018 vµ ngµy 01/01/2019 BN. NguyÔn Kh¸nh An (MS: 80652),5113,,1274754,0
2019-01-02,0001224,DV kh¸m vµ ch÷a bÖnh ngµy 01/01/2019 BN. D­¬ng Ngäc TuyÒn (MS: 79487),5113,,17216430,0
2019-01-02,0001225,DV kh¸m vµ ch÷a bÖnh ngµy 30/12/2018 vµ ngµy 02/01/2019 BN. NguyÔn ThÞ Kim Huyªn (MS: 82240),5113,,1816667,0
2019-01-02,0001226,DV kh¸m vµ ch÷a bÖnh ngµy 02/01/2019 BN. Lª B¶o Duy (MS: 41833),5113,,237681,0
2019-01-02,0001227,DV kh¸m vµ ch÷a bÖnh ngµy 02/01/2019,5113,,891084285,0
2019-01-03,03-PT,Thu tiÒn ViÖn phÝ ®ªm 02/01/2019 vµ ngµy 03/01/2019,1111,,0,1123607299
2019-01-03,14-BC/AG,NH CSXH VÜnh Long chuyÓn tiÒn kh¸m søc kháe,1121,,0,46271000
2019-01-03,14-BC/BI,"Thu tiÒn VP BN TrÇn ThÕ Sang, MS: 81158 phiÕu 9463.",1121,,0,579672
2019-01-03,15-BC/BI,"Thu tiÒn VP BN §µo Ch©u Nga, MS: 34841 phiÕu 272.",1121,,0,614540
2019-01-03,16-BC/BI,"Thu tiÒn t¹m øng VP BN NguyÔn ThÞ Kim Loan, MS: 77353 phiÕu 9449.",1121,,0,1000000
2019-01-03,17-BC/BI,"Thu tiÒn VP BN Lª Minh Vò, MS: 3785 phiÕu 339.",1121,,0,1880000
2019-01-03,18-BC/BI,"Thu tiÒn VP BN NguyÔn ThÞ Hoµng An, MS: 83107 phiÕu 2510.",1121,,0,1975700
2019-01-03,19-BC/BI,"Thu tiÒn t¹m øng VP BN NguyÔn ThÞ Tr¾c, MS: 32729 phiÕu 3509.",1121,,0,2000000
2019-01-03,20-BC/BI,"Thu tiÒn t¹m øng VP BN Lª NguyÔn Nh· Thïy, MS: 33837 phiÕu 3536.",1121,,0,2000000
2019-01-03,21-BC/BI,"Thu tiÒn VP BN Lª TuyÕt B¨ng, MS: 83162 phiÕu 3598.",1121,,0,2170000
2019-01-03,22-BC/BI,"Thu tiÒn t¹m øng VP BN Ph¹m Duy Thanh, MS: 54269 phiÕu 3716.",1121,,0,4000000
2019-01-03,0001228,DV kh¸m vµ ch÷a bÖnh ngµy 03/01/2019 BN. §Æng ThÞ Thu Hµ (MS: 15456),5113,,420423,0
2019-01-03,0001229,DV kh¸m vµ ch÷a bÖnh ngµy 03/01/2019 BN. NguyÔn Thanh Kh¶nh (MS: 73252),5113,,367082,0
2019-01-03,0001231,DV kh¸m vµ ch÷a bÖnh ngµy 03/01/2019 BN. §Æng TrÇn Trung (MS: 83419),5113,,267025,0
2019-01-03,0001232,DV kh¸m vµ ch÷a bÖnh ngµy 03/01/2019 BN. Lª Kim Quyªn (MS: 61489),5113,,1321682,0
2019-01-03,0001233,DV kh¸m vµ ch÷a bÖnh ngµy 03/01/2019 BN. D­¬ng Mai TuyÕt Anh (MS: 83360),5113,,542398,0
2019-01-03,0001234,DV kh¸m vµ ch÷a bÖnh ngµy 03/01/2019 BN. NguyÔn ThÞ T¸m (MS: 83403),5113,,629875,0
2019-01-03,0001235,DV kh¸m vµ ch÷a bÖnh ngµy 03/01/2019 BN. NguyÔn ThÞ Quúnh Nh­ (MS: 82699),5113,,2001901,0
2019-01-03,0001236,DV kh¸m vµ ch÷a bÖnh ngµy 03/01/2019 BN. TrÇn V¨n NghÜa (MS: 65827),5113,,321645,0
2019-01-03,0001237,DV kh¸m vµ ch÷a bÖnh ngµy 27-30/12/2018 vµ ngµy 03/01/2019 BN. Lª Kim Ng©n (MS: 81236),5113,,915000,0
2019-01-03,0001238,DV kh¸m vµ ch÷a bÖnh ngµy 30/12/2018 BN. NguyÔn Thanh Nh· (MS: 46804),5113,,598403,0
2019-01-03,0001239,DV kh¸m vµ ch÷a bÖnh ngµy 30/12/2018 BN. NguyÔn Thanh Nh· (MS: 23397),5113,,750280,0
2019-01-03,0001240,DV kh¸m vµ ch÷a bÖnh ngµy 03/01/2019,5113,,965578790,0
2019-01-04,04-PT,Thu tiÒn ViÖn phÝ ®ªm 03/01/2019 vµ ngµy 04/01/2019,1111,,0,1074881526
2019-01-04,23-BC/BI,"Thu tiÒn t¹m øng VP BN TrÇn D­¬ng Quèc Anh, MS: 70332 phiÕu 697",1121,,0,3000000
2019-01-04,24-BC/BI,"Thu tiÒn t¹m øng VP BN NguyÔn ThÞ M·ng, MS: 82708 phiÕu 714",1121,,0,8000000
2019-01-04,0001241,DV kh¸m vµ ch÷a bÖnh ngµy 04/01/2019 BN. Th¸i Ngäc Tíi (MS: 82467),5113,,6003028,0
2019-01-04,0001242,DV kh¸m vµ ch÷a bÖnh ngµy 04/01/2019 BN. NguyÔn ThÞ Kim Huyªn (MS: 82240),5113,,2036485,0
2019-01-04,0001243,DV kh¸m vµ ch÷a bÖnh ngµy 04/01/2019 BN. Ph¹m ThÞ Hµ (MS: 33697),5113,,461570,0
2019-01-04,0001244,DV kh¸m vµ ch÷a bÖnh ngµy 03/01/2019 BN. NguyÔn V¨n Phóc (MS: 38172),5113,,1766300,0
2019-01-04,0001245,DV kh¸m vµ ch÷a bÖnh ngµy 23/11/2018 vµ ngµy 03-20/12/2018 BN. NguyÔn ThÞ Kim Hoa (MS: 66689),5113,,2355577,0
2019-01-04,0001246,DV kh¸m vµ ch÷a bÖnh ngµy 06/12/2018 BN. NguyÔn Thanh H­¬ng (MS: 72742),5113,,716617,0
2019-01-04,0001247,DV kh¸m vµ ch÷a bÖnh ngµy 06/12/2018 BN. Lª ChÝ Nghi (MS:72739),5113,,1081280,0
2019-01-04,0001248,DV kh¸m vµ ch÷a bÖnh ngµy 04/01/2019,5113,,1061771241,0
2019-01-05,07-PT,Thu tiÒn ViÖn phÝ ®ªm 04/01/2019 vµ ngµy 05/01/2019,1111,,0,814580404
2019-01-05,25-BC/BI,"Thu tiÒn t¹m øng VP BN §Æng V« T­, MS: 67466 phiÕu 741.",1121,,0,1500000
2019-01-05,26-BC/BI,"Thu tiÒn t¹m øng VP BN §Æng V« T­, MS: 67466 phiÕu 742.",1121,,0,1500000
2019-01-05,27-BC/BI,"Thu tiÒn t¹m øng VP BN NguyÔn ThÞ M·ng, MS: 82708 phiÕu 2861.",1121,,0,3000000
2019-01-05,28-BC/BI,"Thu tiÒn t¹m øng VP BN Phan ThÞ Ngäc H©n, MS: 83703 phiÕu 2860.",1121,,0,3000000
2019-01-05,0001249,DV kh¸m vµ ch÷a bÖnh ngµy 05/01/2019 BN. NguyÔn Th¸i An (MS: 82843),5113,,3349853,0
2019-01-05,0001250,DV kh¸m vµ ch÷a bÖnh ngµy 05/01/2019 BN. Hoµng ThÞ Nhung (MS: 44452),5113,,6083706,0
