ngay,soctu,noidung,tkdung,dvtinh,nopsinh,copsinh
2019-01-07,45L-KTK,KhÊu trõ thuÕ TNCN lÇn 1 T.01/2019 vµo tiÒn l­¬ng T.12/2018 cña CB-CNV khèi qu¶n lý,3344,,0,2327377
2019-01-07,46L-KTK,KhÊu trõ thuÕ TNCN lÇn 1 T.01/2019 vµo tiÒn l­¬ng T.12/2018 cña CB-CNV khèi chuyªn m«n,3341,,0,29796557
2019-01-12,47L-KTK,KhÊu trõ thuÕ TNCN lÇn 2 T.01/2019 vµo tiÒn l­¬ng T.12/2018cña CB-CNV khèi qu¶n lý,3344,,0,33057201
2019-01-12,48L-KTK,KhÊu trõ thuÕ TNCN lÇn 2 T.01/2019 vµo tiÒn l­¬ng T.12/2018 cña CB-CNV khèi chuyªn m«n,3341,,0,508778386
2019-01-15,01-KTK,ThuÕ M«n Bµi n¨m 2019 [Chi nh¸nh] ph¶i nép - Chi côc thuÕ Tp.VÜnh Long.,6425,,0,1000000
2019-01-29,69L-KTK,KhÊu trõ TNCN lÇn 3 T.01/2019 vµo tiÒn th­ëng T.12/2018 cña CB-NV khèi qu¶n lý,3344,,0,51246007
2019-01-29,70L-KTK,KhÊu trõ TNCN lÇn 3 T.01/2019 vµo tiÒn th­ëng T.12/2018 cña CB-CNV khèi chuyªn m«n,3341,,0,317025796
2019-01-31,135-BN/BI,ChuyÓn kho¶n nép tiÒn thuÕ M«n Bµi - Kho B¹c TP. VÜnh Long,1121,,1000000,0
2019-02-13,12-BN/BI,"Nép thuÕ ®iÖn tö: Nép ®ît (2 - cuèi) thuÕ TNCN Quý 4/2018, tiÓu môc 1001, ch­¬ng 754, sè tiÒn 1.494.375.615 -  Chi Côc thuÕ Tp.VÜnh Long. [1.494.375.615 ® - 300.000.000 ®]",1121,,1194375615,0
2019-02-13,34-KTK,KhÊu trõ thuÕ TNCN lÇn 1 T.02/2019 vµo tiÒn l­¬ng T.01/2019 cña CB-CNV khèi qu¶n lý,3344,,0,2351267
2019-02-13,35-KTK,KhÊu trõ thuÕ TNCN lÇn 1 T.02/2019 vµo tiÒn l­¬ng T.01/2019 cña CB-CNV khèi chuyªn m«n,3341,,0,39789052
2019-02-13,36-KTK,KhÊu trõ thuÕ TNCN lÇn 2 T.02/2019 vµo tiÒn l­¬ng T.01/2019 cña CB-CNV khèi qu¶n lý,3344,,0,33773501
2019-02-13,37-KTK,KhÊu trõ thuÕ TNCN lÇn 2 T.02/2019 vµo tiÒn l­¬ng T.01/20219 cña CB-CNV khèi chuyªn m«n,3341,,0,441926981
2019-02-19,0001596,"XuÊt tr¶ thuèc cña Hãa ®¬n 0030236 ngµy 22/08/2018 (ATIGLUCINOL INJ, Sè l«: 1057010, HD: 15/06/2019) - Cty Gon Sa",331,,0,128571
2019-02-19,0001597,"XuÊt tr¶ thuèc cña Hãa ®¬n 0001369 ngµy 30/07/2018 (VALCICKECK H2, Sè l«: VH17201, HD: 01/07/2019) - Cty Nam Khang",331,,0,2952000
2019-02-28,60-KTK,KÕt chuyÓn tiÒn thuÕ GTGT ®Çu vµo cña hµng xuÊt tr¶ T02/2019,1331,,3080571,0
2019-03-06,92L-KTK,KhÊu trõ thuÕ TNCN lÇn 1 T.03/2019 vµo tiÒn l­¬ng T.02/2019 cña CB-CNV khèi qu¶n lý,3344,,0,3733327
2019-03-06,93L-KTK,KhÊu trõ thuÕ TNCN lÇn 1 T.03/2019 vµo tiÒn l­¬ng T.02/2019 cña CB-CNV khèi chuyªn m«n,3341,,0,38087280
2019-03-06,0001709,"XuÊt tr¶ thuèc cña H§ 0970947 ngµy 15/01/2019 (FATIG AMG 10ML, Sè l«: 274, HD: 01/10/2021) - Cty Vimedimex BD",331,,0,3599317
2019-03-12,94L-KTK,KhÊu trõ thuÕ TNCN lÇn 2 T.03/2019 vµo tiÒn l­¬ng T.02/2019 cña CB-CNV khèi qu¶n lý,3344,,0,59044986
2019-03-12,95L-KTK,KhÊu trõ thuÕ TNCN lÇn 2 T.03/2019 vµo tiÒn l­¬ng T.02/2019 cña CB-CNV khèi chuyªn m«n,3341,,0,397672266
2019-03-19,66-BN/BI,"Nép thuÕ ®iÖn tö: Nép thuÕ TNCN th¸ng 1/2019, tiÓu môc 1001, ch­¬ng 754, sè tiÒn 581.002.262 ®ång - Chi Côc thuÕ Tp.VÜnh Long.",1121,,581002262,0
2019-03-26,0001890,"XuÊt tr¶ thuèc cña hãa ®¬n 0000513 ngµy 26/12/2018 (NIMODIN sè l«: SX-17200, HD: 27/06/2019) - Cty T©m Phóc Vinh",331,,0,116667
2019-03-31,44-KTK,KÕt chuyÓn tiÒn thuÕ GTGT ®Çu vµo cña hµng xuÊt tr¶ T03/2019,1331,,3715984,0
2019-04-04,0002001,XuÊt tra vËt t­ hãa ®¬n 0013138 ngµy 04/12/2018 (B×nh ¸p lùc ©m thÊp 200ml; Sè l«: 20181019; HD: 18/10/2023),331,,0,428571
2019-04-06,16L-KTK,KhÊu trõ thuÕ TNCN lÇn 1 T.04/2019 vµo tiÒn l­¬ng T.02/2019 cña CB-CNV khèi qu¶n lý,3344,,0,3418755
2019-04-06,17L-KTK,KhÊu trõ thuÕ TNCN lÇn 1 T.04/2019 vµo tiÒn l­¬ng T.03/2019 cña CB-CNV khèi chuyªn m«n,3341,,0,37881299
2019-04-11,18L-KTK,KhÊu trõ thuÕ TNCN lÇn 2 T.04/2019 vµo tiÒn l­¬ng T.03/2019 cña CB-CNV khèi qu¶n lý,3344,,0,53636819
2019-04-11,19L-KTK,KhÊu trõ thuÕ TNCN lÇn 2 T.04/2019 vµo tiÒn l­¬ng T.03/2019 cña CB-CNV khèi chuyªn m«n,3341,,0,534285707
2019-04-30,101-KTK,KÕt chuyÓn tiÒn thuÕ GTGT ®Çu vµo ®­îc khÊu trõ cña th¸ng 4/2020,1331,,82600,0
2019-04-30,102-KTK,KÕt chuyÓn tiÒn thuÕ GTGT ®Çu vµo ®­îc khÊu trõ cña th¸ng 4/2020 [Hµng xuÊt tr¶],1331,,428571,0
2019-04-30,0002279,VËt t­ y tÕ b¸n lÎ th¸ng 04/2019,131,,0,82600
2019-05-07,47L-KTK,KhÊu trõ thuÕ TNCN lÇn 1 T.05/2019 vµo tiÒn l­¬ng T.04/2019 cña CB-CNV khèi qu¶n lý,3344,,0,3564566
2019-05-07,48L-KTK,KhÊu trõ thuÕ TNCN lÇn 1 T.05/2019 vµo tiÒn l­¬ng T.04/2019 cña CB-CNV khèi chuyªn m«n,3341,,0,41566048
2019-05-08,0002344,"XuÊt tr¶ vËt t­ cña hãa ®¬n 0000291 ngµy 11/01/2019 "" MiÕng d¸n gi¶m sÑo SOMADERM-L 10cm x 10cm""",331,,0,739500
2019-05-10,49L-KTK,KhÊu trõ thuÕ TNCN lÇn 2 T.05/2019 vµo tiÒn l­¬ng T.04/2019 cña CB-CNV khèi qu¶n lý,3344,,0,58577602
2019-05-10,50L-KTK,KhÊu trõ thuÕ TNCN lÇn 2 T.05/2019 vµo tiÒn l­¬ng T.04/2019 cña CB-CNV khèi chuyªn m«n,3341,,0,497435670
2019-05-16,0002423,"XuÊt tr¶ thuèc cña hãa ®¬n 0079179 ngµy 15/02/2019 (CITOPAM 10 10MG, Sè l«: SKS1141, HD: 18/09/2019)",331,,0,20000
2019-05-18,17-BN/BI,"Nép thuÕ ®iÖn tö: Nép thuÕ TNCN th¸ng 2/2019, tiÓu môc 1001, ch­¬ng 754, sè tiÒn 517.840.801®ång [trõ 10.318.194 ® nép thõa theo QT thuÕ n¨m 2018) - Chi côc ThuÕ Tp.VÜnh Long.",1121,,507522607,0
2019-05-18,18-BN/BI,"Nép thuÕ ®iÖn tö: Nép thuÕ TNCN th¸ng 3/2019, tiÓu môc 1001, ch­¬ng 754, sè tiÒn 498.537.859 ®ång - Chi côc thuÕ TP.VÜnh Long.",1121,,498537859,0
2019-05-31,71-KTK,KÕt chuyÓn tiÒn tiÒn thuÕ GTGT ®Çu vµo ®­îc khÊu trõ cña th¸ng 5/2019,1331,,2357,0
2019-05-31,72-KTK,KÕt chuyÓn tiÒn tiÒn thuÕ GTGT ®Çu vµo ®­îc khÊu trõ cña th¸ng 5/2019 [Hµng xuÊt tr¶],1331,,759500,0
2019-05-31,0002601,VËt t­ y tÕ b¸n lÎ th¸ng 05/2019,131,,0,2357
2019-06-06,40L-KTK,KhÊu trõ thuÕ TNCN lÇn 1 T.06/2019 vµo tiÒn l­¬ng T.05/2019 cña CB-CNV khèi qu¶n lý,3344,,0,3527666
2019-06-06,41L-KTK,KhÊu trõ thuÕ TNCN lÇn 1 T.06/2019 vµo tiÒn l­¬ng T0.5/2019 cña CB-CNV khèi chuyªn m«n,3341,,0,40049753
2019-06-12,42L-KTK,KhÊu trõ thuÕ TNCN lÇn 2 T.06/2019 vµo tiÒn l­¬ng T.05/2019 cña CB-CNV khèi qu¶n lý,3344,,0,54093191
2019-06-12,43L-KTK,KhÊu trõ thuÕ TNCN lÇn 2 T.06/2019 vµo tiÒn l­¬ng T.05/2019 cña CB-CNV khèi chuyªn m«n,3341,,0,512243275
2019-06-15,0002773,"XuÊt tr¶ thuèc cña hãa ®¬n 0014939 ngµy 06/06/2019 ""Savi Fluvastatin 40 (Hép 100 viªn), SL: 1801336, HD 17/01/2021",331,,0,48571
2019-06-19,21-BN/BI,"Nép thuÕ ®iÖn tö: Nép thuÕ TNCN th¸ng 4/2019, tiÓu môc 1001, ch­¬ng 754, sè tiÒn 629.222.580 - Chi côc thuÕ TP.VÜnh Long",1121,,629222580,0
2019-06-30,88-KTK,KÕt chuyÓn tiÒn thuÕ GTGT ®Çu vµo ®­îc khÊu trõ cña th¸ng 6/2019,1331,,617807,0
2019-06-30,89-KTK,KÕt chuyÓn tiÒn thuÕ GTGT ®Çu vµo ®­îc khÊu trõ cña th¸ng 6/2019 [Hµng xuÊt tr¶],1331,,48571,0
2019-06-30,0002941,VËt t­ y tÕ b¸n lÎ th¸ng 06/2019,131,,0,617807
2019-07-05,43L-KTK,KhÊu trõ thuÕ TNCN lÇn 1 T.07/2019 vµo tiÒn l­¬ng T.06/2019 cña CB-CNV khèi qu¶n lý,3344,,0,3568166
2019-07-05,44L-KTK,KhÊu trõ thuÕ TNCN lÇn 1 T.06/2019 vµo tiÒn l­¬ng cña CB-CNV khèi chuyªn m«n,3341,,0,37830703
2019-07-11,45L-KTK,KhÊu trõ thuÕ TNCN lÇn 2 T.06/2019 vµo tiÒn l­¬ng cña CB-CNV khèi qu¶n lý,3344,,0,52889478
2019-07-11,46L-KTK,KhÊu trõ thuÕ TNCN lÇn 2 T.06/2019 vµo tiÒn l­¬ng cña CB-CNV khèi chuyªn m«n,3341,,0,500866773
2019-07-24,94-BN/BI,"Nép thuÕ ®iÖn tö: Nép thuÕ TNCN th¸ng 05/2019, tiÓu môc 1001, ch­¬ng 754, sè tiÒn: 601.143.886 - Chi côc thuÕ TP. VÜnh Long",1121,,601143886,0
2019-07-30,30-BN/BI,"Nép thuÕ ®iÖn tö: Nép thuÕ TNCN th¸ng 06/2019, tiÓu môc 1001, ch­¬ng 754, sè tiÒn:609.913.885®  - Chi côc thuÕ TP. VÜnh Long",1121,,609913885,0
2019-07-31,70-KTK,KÕt chuyÓn tiÒn thuÕ GTGT ®Çu vµo ®­îc khÊu trõ cña th¸ng 7/2019,1331,,404931,0
2019-07-31,0003252,VËt t­ y tÕ b¸n lÎ th¸ng 07/2019,131,,0,404931
2019-08-06,45LKTK,KhÊu trõ thuÕ TNCN lÇn 1 T.07/2019 vµo tiÒn l­¬ng cña CB-CNV khèi qu¶n lý,3344,,0,3578262
2019-08-06,46L-KTK,KhÊu trõ thuÕ TNCN lÇn 1 T.07/2019 vµo tiÒn l­¬ng cña CB-CNV khèi chuyªn m«n,3341,,0,33628732
2019-08-13,47L-KTK,KhÊu trõ thuÕ TNCN lÇn 2 T.07/2019 vµo tiÒn l­¬ng cña CB-CNV khèi qu¶n lý,3344,,0,37624147
2019-08-13,48L-KTK,KhÊu trõ thuÕ TNCN lÇn 2 T.07/2019 vµo tiÒn l­¬ng cña CB-CNV khèi chuyªn m«n,3341,,0,567781179
2019-08-21,0003494,XuÊt ví y khoa b¸n lÎ theo Bill1674832 ngµy 21/08/2019,131,,0,40700
2019-08-27,114-BN/BI,"Nép thuÕ ®iÖn tö: Nép thuÕ TNCN th¸ng 07/2019, tiÓu môc 1001, ch­¬ng 754, sè tiÒn: 595.155.120®  - Chi côc thuÕ TP. VÜnh Long",1121,,595155120,0
2019-08-31,80-KTK,KÕt chuyÓn tiÒn thuÕ GTGT ®Çu vµo ®­îc khÊu trõ cña th¸ng 8/2019,1331,,747895,0
2019-08-31,0003605,VËt t­ y tÕ b¸n lÎ th¸ng 08/2019,131,,0,707195
2019-09-06,133L-KTK,KhÊu trõ thuÕ TNCN lÇn1 T.08/2019 cña CB-CNV khèi qu¶n lý,3344,,0,3568165
2019-09-06,134L-KTK,KhÊu trõ thuÕ TNCN lÇn 1 T.08/2019 cña CB-CNV khèi chuyªn m«n,3341,,0,35065149
2019-09-11,135L-KTK,KhÊu trõ thuÕ TNCN lÇn 2 T.08/2019 cña CB-CNV khèi qu¶n lý,3344,,0,35344915
2019-09-11,136L-KTK,KhÊu trõ thuÕ TNCN lÇn 2 T.08/2019 cña CB-CNV khèi chuyªn m«n,3341,,0,510976240
2019-09-11,0003697,"XuÊt tr¶ thuèc cña H§ 0015052 ngµy 24/01/2019, H§ 0015277 ngµy 05/03/2019, H§ 0015747 ngµy 24/04/2019 (Mirosatan 40mg, Simvaseo 20mg, Suntab 500mg, Quinotab 500mg, Dinpocef 200mg)",331,,0,1302906
2019-09-11,0003698,"XuÊt tr¶ thuèc H§ 0063662 ngµy 24/08/2019, H§ 0063972 ngµy 31/08/2019 (CEFADROXIL, TENOCAR 100mg, TENOCAR 50mg, PYZACAR) - CN C«ng ty Pymepharco t¹i VÜnh Long",331,,0,243929
2019-09-11,0003699,"XuÊt tr¶ thuèc H§ 0063126 ngµy 06/08/2018, H§ 0063151 ngµy 07/08/2018, H§ 0064024 ngµy 04/09/2018 (PYMETPHAGE, SCD CEFACLOR, TENFOVIX, QUINACAR)",331,,0,4143857
2019-09-16,0003743,"XuÊt tr¶ thuèc H§ 0054473 ngµy 06/08/2019 (CEVIT 500 Sè l«: 290619, HD: 050621)",331,,0,380800
2019-09-19,0003772,"XuÊt tr¶ thuèc H§ 0015868 ngµy 19/06/2019, H§ 0022101 ngµy 02/08/2019 (Enterpass SL: 010419, HD: 20/04/2022, Enterpass SL: 010319, HD: 11/03/2022)",331,,0,795271
2019-09-23,0003800,"XuÊt tr¶ thuèc H§ 0007941 ngµy 05/11/2018 (Mebendazol 500 H1 T480, SL: 050918, HD: 27/09/2021)",331,,0,136224
2019-09-23,0003805,"XuÊt tr¶ thuèc cña H§ 0011864 ngµy 27/11/2018, H§ 0012517 ngµy 24/12/2018 (Agiparofen H50T135, SL: 030918, HD: 28/09/2021, Ribatagin 400mg VNA H20T126; SL: 010317, HD: 03/03/2020)",331,,0,558213
2019-09-24,0003807,"XuÊt tr¶ thuèc H§ 0016299 ngµy 23/04/2019, H§ 0013612 ngµy 02/05/2019 (Bastinfast 10 H100 T140; SL: 010518, HD: 25/06/2021)",331,,0,1700001
2019-09-27,124-BN/BI,"Nép thuÕ ®iÖn tö: Nép thuÕ TNCN th¸ng 08/2019, tiÓu môc 1001, ch­¬ng 754, sè tiÒn: 642.612.320®",1121,,642612320,0
2019-09-30,79-KTK,KÕt chuyÓn tiÒn thuÕ GTGT ®Çu vµo ®­îc khÊu trõ th¸ng 9/2019 [hµng xuÊt tr¶],1331,,9261201,0
2019-09-30,80-KTK,KÕt chuyÓn tiÒn thuÕ GTGT ®Çu vµo ®­îc khÊu trõ th¸ng 9/2019,1331,,376410,0
2019-09-30,0003875,VËt t­ y tÕ b¸n lÎ th¸ng 09/2019,131,,0,376410
