ngay,soctu,noidung,tkdung,dvtinh,nopsinh,copsinh
2019-01-10,18-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Sang,1121,,62569,0
2019-01-10,19-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Trung ¦¬ng 2,1121,,107631,0
2019-01-10,20-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Kh¸nh Hßa,1121,,11000,0
2019-01-10,23-PC,PhÝ nép tiÒn vµo TK TGNH t¹i NH.Agribank CN Cñ Chi.,1111,,300300,0
2019-01-10,24-PC,Chi TT tiÒn tËp huÊn theo hîp ®ång cÊp giÊy chøng nhËn tËp huÊn PCCC,1111,,22800000,0
2019-01-11,11-BN/BI,NH thu phÝ thu hé qua m¸y poss ngµy 11/01/2019.,1121,,116500,0
2019-01-11,21-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty §øc Anh,1121,,77712,0
2019-01-11,22-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Calapharco,1121,,174465,0
2019-01-11,23-BN/AG..,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Hång ThiÖn Mü,1121,,45108,0
2019-01-11,24-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Nam B×nh,1121,,16500,0
2019-01-11,25-PC,PhÝ nép tiÒn vµo TK TGNH t¹i NH.Agribank CN Cñ Chi.,1111,,214500,0
2019-01-11,25-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty y tÕ Th«ng Minh,1121,,53900,0
2019-01-11,29-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty An Ph¸t Ph¸t,1121,,37016,0
2019-01-11,30-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Thiªn Ph­¬ng Mai,1121,,15356,0
2019-01-11,31-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho TT truyÒn m¸u - HuyÕt häc TP.CÇn Th¬,1121,,156730,0
2019-01-11,33-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Quang Anh,1121,,94697,0
2019-01-11,34-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Hoµng ¸nh D­¬ng,1121,,22973,0
2019-01-11,35-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Th¨ng Long,1121,,179002,0
2019-01-11,36-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Ngäc ViÖt,1121,,389401,0
2019-01-11,37-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho §µi TruyÒn Thanh huyÖn Long Hå,1121,,22000,0
2019-01-11,38-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho §µi TruyÒn Thanh LÊp Vß,1121,,22000,0
2019-01-11,39-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho §µi TruyÒn Thanh Sa §Ðc,1121,,22000,0
2019-01-11,40-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Mª K«ng,1121,,22000,0
2019-01-11,41-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty TuÖ H¶i,1121,,54047,0
2019-01-12,12-BN/BI,NH thu phÝ thu hé qua m¸y poss ngµy 12/01/2019.,1121,,75044,0
2019-01-13,13-BN/BI,NH thu phÝ thu hé qua m¸y poss ngµy 13/01/2019.,1121,,49896,0
2019-01-14,09-KTK,TrÝch 2% tiÒn C«ng §oµn th¸ng 12/2018 vµo tiÒn l­¬ng cña CB-CNV khèi qu¶n lý,3382,,8043140,0
2019-01-14,14-BN/BI,NH thu phÝ thu hé qua m¸y poss ngµy 14/01/2019.,1121,,46601,0
2019-01-14,33-PC,PhÝ nép tiÒn vµo TK TGNH t¹i NH.Agribank CN Cñ Chi.,1111,,772200,0
2019-01-14,35-PC,Chi tiÒn hç trî ngµy thÇy thuèc ViÖt Nam 27/02 cho Së Y tÕ VÜnh Long,1111,,20000000,0
2019-01-15,01-KTK,ThuÕ M«n Bµi n¨m 2019 [Chi nh¸nh] ph¶i nép - Chi côc thuÕ Tp.VÜnh Long.,33382,,1000000,0
2019-01-15,15-BN/BI,NH thu phÝ thu hé qua m¸y poss ngµy 15/01/2019.,1121,,68752,0
2019-01-15,36-PC,PhÝ nép tiÒn vµo TK TGNH t¹i NH.Agribank CN Cñ Chi.,1111,,339900,0
2019-01-15,38-PC,"Chi TT tiÒn c­íc ®iÖn tho¹i th¸ng 12/2018 (theo 03 H§ 2919520, 2916326, 2922030 ngµy 01/01/2019) - CH. Viettel VÜnh Long",1111,,3993523,0
2019-01-15,43-BN/AG.,Nh Agribank thu phÝ chuyÓn tiÒn cho Cty KiÕn Nam,1121,,61672,0
2019-01-15,44-BN/AG.,Nh Agribank thu phÝ chuyÓn tiÒn cho Cty louis Retail,1121,,16500,0
2019-01-15,45-BN/AG.,Nh Agribank thu phÝ chuyÓn tiÒn cho Cty giÊy Thµnh §¹t,1121,,17086,0
2019-01-15,46-BN/AG.,Nh Agribank thu phÝ chuyÓn tiÒn cho Cty ViÖt Xanh,1121,,89882,0
2019-01-15,47-BN/AG.,Nh Agribank thu phÝ chuyÓn tiÒn cho Cty Mekophar,1121,,21522,0
2019-01-15,48-BN/AG.,Nh Agribank thu phÝ chuyÓn tiÒn cho Cty T©n An,1121,,38397,0
2019-01-15,49-BN/AG.,Nh Agribank thu phÝ chuyÓn tiÒn cho Cty ®iÖn lùc VÜnh Long,1121,,168967,0
2019-01-15,50-BN/AG..,Nh Agribank thu phÝ chuyÓn tiÒn cho Cty Vimedimex BD,1121,,490046,0
2019-01-15,51-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Sang,1121,,58479,0
2019-01-15,52-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Trung ¦¬ng 2,1121,,148616,0
2019-01-16,16-BN/BI,NH thu phÝ thu hé qua m¸y poss ngµy 16/01/2019.,1121,,46975,0
2019-01-16,32-BN/AG..,NH Agribank thu phÝ chuyÓn tiÒn cho Cty §¹i Tr­êng S¬n,1121,,293955,0
2019-01-16,39-PC,PhÝ nép tiÒn vµo TK TGNH t¹i NH.Agribank CN Cñ Chi.,1111,,250800,0
2019-01-16,53-BN/AG,ChuyÓn TT tiÒn sö dông dÞch vô viÔn th«ng T12/2018 - TËp ®oµn CN-VT Qu©n ®éi,1121,,5741485,0
2019-01-16,53-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho TËp ®oµn viÔn th«ng Qu©n ®éi,1121,,16500,0
2019-01-16,55-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty cæ phÇn ®Çu t­ BV Xuyªn ¸,1121,,3300000,0
2019-01-17,17-BN/BI,NH thu phÝ thu hé qua m¸y poss ngµy 17/01/2019.,1121,,100000,0
2019-01-17,44-PC,PhÝ nép tiÒn vµo TK TGNH t¹i NH.Agribank CN Cñ Chi.,1111,,353100,0
2019-01-18,18-BN/BI,NH thu phÝ thu hé qua m¸y poss ngµy 18/01/2019.,1121,,49850,0
2019-01-18,48-PC,PhÝ nép tiÒn vµo TK TGNH t¹i NH.Agribank CN Cñ Chi.,1111,,244200,0
2019-01-18,58-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Duy Hµng,1121,,21830,0
2019-01-18,59-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Ph­¬ng §«ng,1121,,1040944,0
2019-01-18,60-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty dÇu khÝ MiÒn Nam,1121,,36792,0
2019-01-18,62-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty d­îc Sµi Gßn,1121,,37093,0
2019-01-18,63-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Duy Minh,1121,,153617,0
2019-01-19,19-BN/BI,NH thu phÝ thu hé qua m¸y poss ngµy 19/01/2019.,1121,,18973,0
2019-01-20,20-BN/BI,NH thu phÝ thu hé qua m¸y poss ngµy 20/01/2019.,1121,,41296,0
2019-01-21,52-PC,PhÝ nép tiÒn vµo TK TGNH t¹i NH.Agribank CN Cñ Chi.,1111,,679800,0
2019-01-21,54-PC,"Chi TT tiÒn mua hoa t­¬i, khung b»ng khen mõng Q§ bæ nhiÖm P. G§CM",1111,,450000,0
2019-01-21,56-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Minh Ph¸t,1121,,313685,0
2019-01-21,57-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty nhùa y tÕ ViÖt Nam,1121,,160890,0
2019-01-21,64-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty T©m Hîp,1121,,104283,0
2019-01-21,65-BN/AG.,NH Agribank thu phÝ qu¶n lý tµi kho¶n th¸ng 01/2019.,1121,,11000,0
2019-01-21,66-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty 3/2,1121,,11000,0
2019-01-21,67-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty 2/9,1121,,11000,0
2019-01-21,68-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Nam Khang,1121,,61521,0
2019-01-21,69-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Kim Phóc,1121,,16500,0
2019-01-21,70-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Minh Khang,1121,,16500,0
2019-01-21,71-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Thiªn Th¶o Sµi Gßn,1121,,16500,0
2019-01-21,72-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty B¸ch Niªn,1121,,11000,0
2019-01-21,73-BN/AG..,NH Agribank thu phÝ chuyÓn tiÒn cho Cty §¹i B¾c MiÒn Nam,1121,,18458,0
2019-01-21,75-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Pymepharco,1121,,153578,0
2019-01-22,21-BN/BI,NH thu phÝ thu hé qua m¸y poss ngµy 22/01/2019.,1121,,111336,0
2019-01-22,22-BN/BI,NH thu phÝ thu hé qua m¸y poss ngµy 22/01/2019.,1121,,193208,0
2019-01-22,55-PC,PhÝ nép tiÒn vµo TK TGNH t¹i NH.Agribank CN Cñ Chi.,1111,,356400,0
2019-01-22,74-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty ViÖt Hµ,1121,,88920,0
2019-01-22,76-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty §Ønh ViÖt,1121,,16500,0
2019-01-22,"77-BN/AG,",NH Agribank thu phÝ chuyÓn tiÒn cho Cty Hµo Nam,1121,,48655,0
2019-01-22,78-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Hoµng Dung,1121,,19046,0
2019-01-22,79-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty B¶o Th¹ch,1121,,11000,0
2019-01-22,80-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty ®iÖn lùc VÜnh Long,1121,,167930,0
2019-01-22,81-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty 02Pharm,1121,,23671,0
2019-01-22,82-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty V¨n Lang,1121,,16500,0
2019-01-22,83-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty ThiÖn ChÝ,1121,,16500,0
2019-01-22,84-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Nh©n Sinh,1121,,16500,0
2019-01-22,85-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty MiÒn §«ng,1121,,16500,0
2019-01-22,86-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Anh Khoa,1121,,23073,0
2019-01-22,87-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty ViÖt Y,1121,,16500,0
2019-01-22,88-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Kh¸nh An Sµi Gßn,1121,,16500,0
2019-01-22,89-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Xu©n Vy,1121,,72237,0
2019-01-22,90-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Sang,1121,,31596,0
2019-01-22,91-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Trung ¦¬ng 2,1121,,46110,0
2019-01-22,92-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Hoµng ViÖt Long,1121,,22980,0
2019-01-23,23-BN/BI,NH thu phÝ thu hé qua m¸y poss ngµy 23/01/2019.,1121,,77564,0
2019-01-23,56-PC,PhÝ nép tiÒn vµo TK TGNH t¹i NH.Agribank CN Cñ Chi.,1111,,267300,0
2019-01-24,24-BN/BI,NH thu phÝ thu hé qua m¸y poss ngµy 24/01/2019.,1121,,31493,0
2019-01-24,59-PC,PhÝ nép tiÒn vµo TK TGNH t¹i NH.Agribank CN Cñ Chi.,1111,,244200,0
2019-01-24,93-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Phan Anh,1121,,54648,0
2019-01-24,94-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty cÊp n­íc VÜnh Long,1121,,59856,0
2019-01-24,96-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Meditop,1121,,30030,0
2019-01-24,97-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty §øc Minh,1121,,89975,0
2019-01-24,98-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Sang,1121,,68673,0
2019-01-24,99-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Trung ¦¬ng 2,1121,,88376,0
2019-01-24,100-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Vimedimex BD,1121,,508827,0
2019-01-24,101-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Nam Khoa,1121,,25979,0
2019-01-24,102-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Sago Biomed,1121,,115377,0
2019-01-24,103-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty VÜnh Phóc,1121,,16500,0
2019-01-24,104-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty §¹i D­¬ng,1121,,44232,0
2019-01-24,105-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty y tÕ Th«ng Minh,1121,,161700,0
2019-01-24,106-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty vËt t­ y tÕ Hµ Néi,1121,,22000,0
2019-01-24,107-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Qu«c TÕ,1121,,18763,0
2019-01-24,108-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Minh An,1121,,21290,0
2019-01-24,110-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Hµo Nam,1121,,48655,0
2019-01-25,25-BN/BI,NH thu phÝ thu hé qua m¸y pos ngµy 25/01/2019,1121,,21194,0
2019-01-25,62-PC,PhÝ nép tiÒn vµo TK TGNH t¹i NH.Agribank CN Cñ Chi.,1111,,267300,0
2019-01-26,26-BN/BI,NH thu phÝ thu hé qua m¸y pos ngµy 26/01/2019,1121,,78543,0
2019-01-27,27-BN/BI,NH thu phÝ thu hé qua m¸y pos ngµy 27/01/2019.,1121,,67341,0
2019-01-28,53-KTK,Chi phÝ mùc in T01/2019 (H§ 0001254 ngµy 28/01/2019) - Cty c«ng nghÖ Nam Khang,331,,85206000,0
2019-01-28,65-PC,PhÝ nép tiÒn vµo TK TGNH t¹i NH.Agribank CN Cñ Chi.,1111,,722700,0
2019-01-28,95-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho BHXH tØnh VÜnh Long,1121,,22000,0
2019-01-28,109-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty NghÜa TÝn,1121,,16500,0
2019-01-28,116-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho §iÖn lùc VÜnh Long,1121,,160539,0
2019-01-29,28-BN/BI,NH thu phÝ thu hé qua m¸y poss ngµy 29/01/2019.,1121,,229495,0
2019-01-30,29-BN/BI,NH thu phÝ thu hé qua m¸y poss ngµy 30/01/2019.,1121,,40500,0
2019-01-30,74-PC,PhÝ nép tiÒn vµo TK TGNH t¹i NH.Agribank CN Cñ Chi.,1111,,100320,0
2019-01-30,76-PC,Chi TT tiÒn c«ng chøng chøng chØ chuyÓn ®æi ®iÒu d­ìng bæ sung hå s¬ nh©n sù - Trang BÝch LiÔu,1111,,260000,0
2019-01-30,112-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty TuÖ H¶i,1121,,34182,0
2019-01-30,113-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty CPC1,1121,,38411,0
2019-01-30,115-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty HiÒn Mai,1121,,67990,0
2019-01-30,117-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Bionet ViÖt Nam,1121,,22000,0
2019-01-30,118-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty KiÕn Nam,1121,,27531,0
2019-01-30,119-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho B¸o VÜnh Long,1121,,22000,0
2019-01-30,120-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho §µi TruyÒn Thanh Mang ThÝt,1121,,22000,0
2019-01-30,121-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho §µi TruyÒn Thanh B×nh Minh,1121,,22000,0
2019-01-30,122-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho TT truyÒn th«ng huyÖn Cao L·nh,1121,,22000,0
2019-01-30,123-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho §µi truyÒn thanh B×nh T©n,1121,,22000,0
2019-01-30,125-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Que Hµn,1121,,16500,0
2019-01-30,126-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty VÜnh Phóc,1121,,16500,0
2019-01-31,59-KTK,"Chi phÝ dÞch vô viÔn th«ng th¸ng 01/2018  (H§ 1771318, 1768686, 1772565) - TËp ®oµn CN-VT Qu©n ®éi",331,,5399827,0
2019-01-31,78-PC,PhÝ nép tiÒn vµo TK TGNH t¹i NH.Agribank CN Cñ Chi.,1111,,168300,0
2019-01-31,114-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty ¢u ViÖt,1121,,31319,0
2019-01-31,128-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty §« Thµnh,1121,,27984,0
2019-01-31,132-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Sao Nam An,1121,,37687,0
2019-01-31,133-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Mª K«ng,1121,,22000,0
2019-01-31,134-KTK,TrÝch 2% KP C«ng §oµn th¸ng 01/2019 vµo tiÒn l­¬ng cña CB-CNV khèi qu¶n lý,3382,,10009760,0
2019-01-31,136-KTK,TrÝch tiÒn phô cÊp vµ khen th­ëng T.01/2019 cña CB-CNV khèi qu¶n lý,3344,,461197366,0
2019-01-31,138-KTK,TrÝch 17%BHXH T.01/2019 cña CB-CNV khèi qu¶n lý,3383,,81147800,0
2019-01-31,140-KTK,TrÝch 3%BHYT T.01/2019 cña CB-CNV khèi qu¶n lý,3384,,14320200,0
2019-01-31,142-KTK,TrÝch 1%BHTN T.01/2019 cña CB-CNV khèi qu¶n lý,3386,,4773400,0
2019-01-31,144-KTK,TrÝch 0.5%BHTNL§ T.01/2019 cña CB-CNV khèi qu¶n lý,3383,,2386700,0
2019-02-01,01-PC,PhÝ nép tiÒn vµo TK TGNH t¹i NH.Agribank CN Cñ Chi.,1111,,165000,0
2019-02-01,01-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty Que Hµn,1121,,41848,0
2019-02-01,01-BN/BI,NH thu phÝ thu hé qua m¸y poss ngµy 01/02/2019.,1121,,54036,0
2019-02-01,02-BN/AG.,Nh Agirbank thu phÝ chuyÓn tiÒn cho Cty Y Nh©n,1121,,11571,0
2019-02-01,02-BN/BI,NH thu phÝ thu hé qua m¸y pos ngµy 01/02/2019.,1121,,66204,0
2019-02-01,04-BN/AG,ChuyÓn TT 100% GTH§ sè: 1/9/2018/H§DV ngµy 21/01/2019 - Cung cÊp dÞch vô nÊu ¨n tÊt niªn BV Xuyªn ¸ VÜnh Long - DÞch vò nÊu ¨n uèng TrÝ Dòng,1121,,98962500,0
2019-02-01,04-BN/AG.,Nh Agirbank thu phÝ chuyÓn tiÒn cho DÞch vô nÊu ¨n uèng TrÝ Dòng,1121,,32658,0
2019-02-02,03-BN/BI,NH thu phÝ thu hé qua m¸y poss ngµy 02/02/2019.,1121,,84043,0
2019-02-04,04-BN/BI,NH thu phÝ thu hé qua m¸y poss ngµy 04/02/2019.,1121,,94976,0
2019-02-05,05-BN/BI,NH thu phÝ thu hé qua m¸y poss ngµy 05/02/2019.,1121,,57000,0
2019-02-06,06-BN/BI,NH thu phÝ thu hé qua m¸y poss ngµy 06/02/2019.,1121,,204000,0
2019-02-08,07-BN/BI,NH thu phÝ thu hé qua m¸y poss ngµy 08/02/2019.,1121,,86647,0
2019-02-09,08-BN/BI,NH thu phÝ thu hé qua m¸y poss ngµy 09/02/2019.,1121,,16830,0
2019-02-10,09-BN/BI,NH thu phÝ thu hé qua m¸y poss ngµy 10/02/2019.,1121,,177833,0
2019-02-11,10-PC,PhÝ nép tiÒn vµo TK TGNH t¹i NH.Agribank CN Cñ Chi.,1111,,1673100,0
2019-02-11,10-BN/BI,NH thu phÝ thu hé qua m¸y poss ngµy 11/02/2019.,1121,,491570,0
2019-02-11,12-PC,"Chi TT tiÒn mua b¸nh, møt...tiÕp kh¸ch khu Hµnh chÝnh",1111,,396000,0
2019-02-11,13-PC,PhÝ nép tiÒn vµo TK TGNH t¹i NH.Agribank CN Cñ Chi.,1111,,297000,0
2019-02-12,11-BN/BI,NH thu phÝ thu hé qua m¸y poss ngµy 12/02/2019.,1121,,41583,0
2019-02-12,14-PC,PhÝ nép tiÒn vµo TK TGNH t¹i NH.Agribank CN Cñ Chi.,1111,,277200,0
2019-02-13,05-BN/AG.,NH Agribank thu phÝ chuyÓn tiÒn cho Cty XNK y tÕ TP.HCM,1121,,75206,0
