ngay,soctu,noidung,tkdung,dvtinh,nopsinh,copsinh
2019-01-01,01.1-XM,"XuÊt dïng 02 ®¬n vÞ Khèi hång cÇu tõ 250 ml m¸u toµn phÇn, Nhãm O (BN: Vâ V¨n Cani, MS: 59994) - K.NTQ",1521,,1764000,0
2019-01-01,01.2-XM,"XuÊt dïng 02 ®¬n vÞ Khèi hång cÇu tõ 250 ml m¸u toµn phÇn, Nhãm O (BN: Dïi ThÞ TuyÕt Hång, MS: 66440) - K.NTQ",1521,,1764000,0
2019-01-01,01.3-XM,"XuÊt dïng 01 ®¬n vÞ Khèi hång cÇu tõ 250 ml m¸u toµn phÇn, Nhãm A (BN: §inh NguyÔn Th¸i Th«ng, MS: 82438) - K.NTQ",1521,,882000,0
2019-01-01,01.4-XM,"XuÊt dïng 01 ®¬n vÞ Khèi hång cÇu tõ 250 ml m¸u toµn phÇn, Nhãm A (BN: Vâ Ngäc H©n, MS: 64157) - K.Nhi",1521,,882000,0
2019-01-01,01.5-XM,"XuÊt dïng 01 ®¬n vÞ Khèi hång cÇu tõ 250 ml m¸u toµn phÇn, Nhãm B (BN: NguyÔn V¨n T­, MS: 79148) - K.NgTN",1521,,882000,0
2019-01-02,02.1-XM,"XuÊt dïng 02 ®¬n vÞ Khèi hång cÇu tõ 250 ml m¸u toµn phÇn, Nhãm O (BN: Tr­¬ng Th¸i T©m, MS: 65773) - K.NTQ",1521,,1764000,0
2019-01-02,02.2-XM,"XuÊt dïng 02 ®¬n vÞ Khèi hång cÇu tõ 250 ml m¸u toµn phÇn, Nhãm B (BN: Vâ V¨n Cani, MS: 59994) - K.NTQ",1521,,1764000,0
2019-01-02,02.3-XM,"XuÊt dïng 01 Khèi tiÓu cÇu g¹n t¸ch 250ml (AmiCORE NAT), nhãm O (BN: NguyÔn ThÞ G¸i, MS: 83013) - K.NTQ",1521,,3888000,0
2019-01-02,02.4-XM,"XuÊt dïng 01 ®¬n vÞ Khèi hång cÇu tõ 250 ml m¸u toµn phÇn, Nhãm O (BN: TrÇn D­¬ng Quèc Anh, MS: 70332) - K.UB",1521,,882000,0
2019-01-02,56-KTK,Chi phÝ hÖ thèng thiÕt bÞ T01/2019 (H§ 0014579 ngµy 02/01/2019) - Cty Que Hµn,331,,11000000,0
2019-01-03,03.1-XM,"XuÊt dïng 01 ®¬n vÞ Khèi hång cÇu tõ 250 ml m¸u toµn phÇn, Nhãm O (BN: NguyÔn ThÞ LÖ, MS: 83137) - K.CTCH",1521,,882000,0
2019-01-03,03.2-XM,"XuÊt dïng 01 ®¬n vÞ Khèi hång cÇu tõ 250 ml m¸u toµn phÇn, Nhãm B (BN: §Æng Nam Ph­¬ng, MS: 83160) - K.Nhi",1521,,882000,0
2019-01-03,03.3-XM,"XuÊt dïng 02 ®¬n vÞ Khèi hång cÇu tõ 250 ml m¸u toµn phÇn, Nhãm B (BN: Ph¹m Thïy Trang, MS: 23051) - K.PM",1521,,1764000,0
2019-01-03,03.4-XM,"XuÊt dïng 01 ®¬n vÞ Khèi hång cÇu tõ 250 ml m¸u toµn phÇn, Nhãm O (BN: TrÇn D­¬ng Quèc Anh, MS: 70332) - K.UB",1521,,882000,0
2019-01-04,04.1-XM,"XuÊt dïng 02 ®¬n vÞ Khèi hång cÇu tõ 250 ml m¸u toµn phÇn, Nhãm AB (BN: Ng« ThÞ XuyÕn, MS: 61020) - K.UB",1521,,1764000,0
2019-01-04,04.2-XM,"XuÊt dïng 01 ®¬n vÞ Khèi hång cÇu tõ 250 ml m¸u toµn phÇn, Nhãm O (BN: TrÇn D­¬ng Quèc Anh, MS: 70332) - K.UB",1521,,882000,0
2019-01-04,04.3-XM,"XuÊt dïng 01 Khèi tiÓu cÇu g¹n t¸ch 250ml (AmiCORE NAT), nhãm O (BN: NguyÔn ThÞ G¸i, MS: 83013) - K.NTQ",1521,,3888000,0
2019-01-04,04.4-XM,"XuÊt dïng 02 ®¬n vÞ Khèi hång cÇu tõ 250 ml m¸u toµn phÇn, Nhãm O (BN: Ng« Kim Loan, MS: 72970) - K.PM",1521,,1764000,0
2019-01-05,05.1-XM,"XuÊt dïng 01 ®¬n vÞ Khèi hång cÇu tõ 250 ml m¸u toµn phÇn, Nhãm B (BN: L­¬ng ThÞ Vò, MS: 14379) - K.NTM",1521,,882000,0
2019-01-05,05.2-XM,"XuÊt dïng 02 ®¬n vÞ Khèi hång cÇu tõ 250 ml m¸u toµn phÇn, Nhãm AB (BN: Lª ThÞ £n, MS: 82897) - K.LMNT",1521,,1764000,0
2019-01-05,05.3-XM,"XuÊt dïng 01 ®¬n vÞ Khèi hång cÇu tõ 250 ml m¸u toµn phÇn, Nhãm O (BN: NguyÔn ThÞ G¸i, MS: 83013) - K.NTQ",1521,,882000,0
2019-01-05,05.4-XM,"XuÊt dïng 02 ®¬n vÞ Khèi hång cÇu tõ 250 ml m¸u toµn phÇn, Nhãm B (BN: Hång ThÞ Son, MS: 3500) - K.UB",1521,,1764000,0
2019-01-05,133-KTK,Cung cÊp dÞch vô sµng läc s¬ sinh th¸ng 12/2018 tõ ngµy 01/12 ®Õn 31/12/2018 (H§ 0000549 ngµy 05/01/2019) - Cty c«ng nghÖ sinh häc Bionet,331,,13200000,0
2019-01-06,06.1-XM,"XuÊt dïng 01 ®¬n vÞ Khèi hång cÇu tõ 250 ml m¸u toµn phÇn, Nhãm B (BN: TrÇn ThÞ N­¬ng, MS: 84141) - K.LMNT",1521,,882000,0
2019-01-06,06.2-XM,"XuÊt dïng 02 ®¬n vÞ Khèi hång cÇu tõ 250 ml m¸u toµn phÇn, Nhãm AB (BN: Lª ThÞ £n, MS: 82897) - K.LMNT",1521,,1764000,0
2019-01-06,06.3-XM,"XuÊt dïng 02 ®¬n vÞ Khèi hång cÇu tõ 250 ml m¸u toµn phÇn, Nhãm B (BN: Lª ViÖt Thu, MS: 84433) - K.CC=>PM",1521,,1764000,0
2019-01-06,06.4-XM,"XuÊt dïng 02 ®¬n vÞ Khèi hång cÇu tõ 250 ml m¸u toµn phÇn, Nhãm B (BN: NguyÔn V¨n Lín, MS: 8819) - K.CC",1521,,1764000,0
2019-01-07,07.1-XM,"XuÊt dïng 02 ®¬n vÞ Khèi hång cÇu tõ 250 ml m¸u toµn phÇn, Nhãm O (BN: Lª ThÞ HiÒn, MS: 80729) - K.PM",1521,,1764000,0
2019-01-08,08.1-XM,"XuÊt dïng 02 ®¬n vÞ Khèi hång cÇu tõ 250 ml m¸u toµn phÇn, Nhãm B (BN: Lª ViÖt Thu, MS: 84433) - K.ICU",1521,,1764000,0
2019-01-08,08.2-XM,"XuÊt dïng 01 ®¬n vÞ Khèi hång cÇu tõ 250 ml m¸u toµn phÇn, Nhãm O (BN: TrÇn D­¬ng Quèc Anh, MS: 70332) - K.UB",1521,,882000,0
2019-01-08,08.3-XM,"XuÊt dïng 01 Khèi tiÓu cÇu g¹n t¸ch 250ml (AmiCORE NAT), nhãm O (BN: NguyÔn ThÞ G¸i, MS: 83013) - K.NTQ",1521,,3888000,0
2019-01-09,09.1-XM,"XuÊt dïng 02 ®¬n vÞ Khèi hång cÇu tõ 250 ml m¸u toµn phÇn, Nhãm AB (BN: NguyÔn ThÞ Ph­êng, MS: 81617) - K.NTM",1521,,1764000,0
2019-01-09,09.2-XM,"XuÊt dïng 01 ®¬n vÞ Khèi hång cÇu tõ 250 ml m¸u toµn phÇn, Nhãm O (BN: TrÇn D­¬ng Quèc Anh, MS: 70332) - K.UB",1521,,882000,0
2019-01-09,09.3-XM,"XuÊt dïng 02 ®¬n vÞ Khèi hång cÇu tõ 250 ml m¸u toµn phÇn, Nhãm B (BN: Ph¹m ThÞ Ph­îng, MS: 85260) - K.NTQ",1521,,1764000,0
2019-01-09,09.4-XM,"XuÊt dïng 02 ®¬n vÞ Khèi hång cÇu tõ 250 ml m¸u toµn phÇn, Nhãm B (BN: Lª ViÖt Thu, MS: 84433) - K.ICU",1521,,1764000,0
2019-01-10,10.1-XM,"XuÊt dïng 01 ®¬n vÞ Khèi hång cÇu tõ 250 ml m¸u toµn phÇn, Nhãm O (BN: TrÇn D­¬ng Quèc Anh, MS: 70332) - K.UB",1521,,882000,0
2019-01-10,10.2-XM,"XuÊt dïng 02 ®¬n vÞ Khèi hång cÇu tõ 250 ml m¸u toµn phÇn, Nhãm B (BN: Lª ViÖt Thu, MS: 84433) - K.ICU",1521,,1764000,0
2019-01-10,10.3-XM,"XuÊt dïng 02 ®¬n vÞ Khèi hång cÇu tõ 250 ml m¸u toµn phÇn, Nhãm B (BN: Tr­¬ng V¨n Ban, MS: 85837) - K.CC",1521,,1764000,0
2019-01-10,10.4-XM,"XuÊt dïng 02 ®¬n vÞ Khèi hång cÇu tõ 250 ml m¸u toµn phÇn, Nhãm B (BN: §Æng V¨n Dù, MS: 85664) - K.UB",1521,,1764000,0
2019-01-10,10.5-XM,"XuÊt dïng 02 ®¬n vÞ Khèi hång cÇu tõ 250 ml m¸u toµn phÇn, Nhãm AB (BN: Phan V¨n Thu, MS: 75119) - K.NgTN",1521,,1764000,0
2019-01-11,11.1-XM,"XuÊt dïng 03 Khèi tiÓu cÇu 4 ®¬n vÞ (tõ 1000ml m¸u toµn phÇn), 150 ml, Nhãm O (BN: TrÇn ThÞ B¹ch Mai, MS: 85810) - K.ICU",1521,,1725000,0
2019-01-11,11.2-XM,"XuÊt dïng 02 ®¬n vÞ Khèi hång cÇu tõ 250 ml m¸u toµn phÇn, Nhãm B (BN: Ph¹m ThÞ Ph­îng, MS: 85260) - K.NTQ",1521,,1764000,0
2019-01-11,11.3-XM,"XuÊt dïng 02 ®¬n vÞ Khèi hång cÇu tõ 250 ml m¸u toµn phÇn, Nhãm O (BN: Tr­¬ng ThÞ Nhµ, MS: 75757) - K.CTCH",1521,,1764000,0
